lenovo,s820 [4gb],7990,ขาว:ดำ:แดง,4 GB,สำหรับวันนี้ก็มีสมาร์ทโฟนมาฝากกันอีกเช่นเคย เป็นสมาร์ทโฟนจากค่าย Lenovo นั้นคือเจ้า Lenovo S820 ถ้าจะพูดไปแล้วมันก็คือศิษย์น้องร่วมสำนักกับเจ้า S920 ที่ได้เปิดตัวกันไปก่อนหน้านี้แล้วนั้นเอง แน่นอนการมาครั้งนี้ของ Lenovo S820 จะมีอะไรเปลี่ยนแปลงไปจากศิษย์พี่ของมันบ้าง คงต้องไปดูกันซะหน่อยแล้วละครับ
lenovo,a706,5990,ขาว,4 GB,ตอบสนองยุคแห่งการติดต่อสื่อสาร ด้วย Lenovo A706 แอนดรอยด์โฟนราคาเบาๆ แต่เปี่ยมไปด้วยประสิทธิภาพ มาพร้อมหน้าจอขนาดใหญ่ถึง 4.5 นิ้ว สามารถรองรับการใช้งานได้ถึง 2 ซิม โดยมีซีพียู Qualcomm Snapdragon MSM8225Q Quad Core 1.2 GHz ระบบปฏิบัติการ Android 4.1 (Jelly Bean) ที่ตอบโจทย์การใช้งานมัลติมีเดียได้อย่างเต็มที่ มีพื้นที่หน่วยความจำภายใน 4GB พร้อมกล้องดิจิตอลความละเอียด 5 ล้านพิกเซล
lenovo,a390,2990,ดำ,4 GB,ตอบสนองยุคแห่งการติดต่อสื่อสาร ด้วย Lenovo A390 แอนดรอยด์โฟนราคาเบาๆ แต่เปี่ยมไปด้วยประสิทธิภาพ มาพร้อมหน้าจอขนาดใหญ่ถึง 4 นิ้ว สามารถรองรับการใช้งานได้ถึง 2 ซิม โดยมีซีพียู Dual-core 1GHz ระบบปฏิบัติการ Android V.4.0.4 (Ice Cream Sandwich) ที่ตอบโจทย์การใช้งานมัลติมีเดียได้อย่างเต็มที่ มีพื้นที่หน่วยความจำภายใน 4GB พร้อมกล้องดิจิตอลความละเอียด 5 ล้านพิกเซล
lenovo,k900 [[16gb]],13490,เทา,16 GB,Lenovo K900 16GB สมาร์ทโฟนแอนดรอยด์ พลัง intel inside ที่ใช้ intel atom 2.0 GHz dual-core เป็นตัวขับเคลื่อน นอกจากจุดเด่นเรื่องของ CPU แล้ว ยังมีหน้าจอขนาด 5.5 นิ้ว Full HD RAM 2 GB พร้อมกล้อง 13 ล้านพิกเซล ที่มีค่า f1.8 และกล้องหน้าเลนส์ไวด์ 88 องศา พร้อมให้คุณถ่ายภาพได้กว้าง และชัดเจนมากยิ่งขึ้น รองรับระบบ 3G ทุกเครือข่าย
lg,g2,17900,ขาว:ดำ,32 GB,LG จะเริ่มเรียนรู้วิธีในการต่อสู้กับสมาร์ตโฟนคู่แข่งจากฝั่ง Android ค่ายต่างๆที่อัดฟีเจอร์และคุณสมบัติน่าทึ่งหลายๆอย่างเข้ามาในมือถือเครื่องเดียวด้วยการไม่เลือกเดินตามทางเหล่านี้แล้วหันไปพัฒนา LG G2 ให้กลายเป็นสมาร์ตโฟนที่เรียนรู้จากตัวของผู้ใช้งานเอง แน่นอนว่าคุณสมบัติหลายๆอย่างภายในเครื่องของ LG G2 ได้รับการออกแบบมาให้เติมเต็มอรรถรสในการใช้้งานสมาร์ตโฟนของคุณเองอย่างเต็มที่ชนิดที่บางอย่างเราก็ไม่รู้มาก่อนว่าเราต้องการแต่ LG ก็ใส่มาให้ด้วย เรียกได้ว่างานนี้ LG ขอเปลี่ยนคอนเซปต์ของตัวเองแบบพลิกหน้ามือเป็นหลังมือให้สมกับที่ LG G2
lg,optimus l7 ii,7990,ดำ,4 GB,LG Optimus L7 II โดดเด่นเหนือกว่า เพื่อชีวิตเหนือระดับ แอนดรอยด์ 4.1 JELLY BEAN CPU 1GHZ DUAL CORE หน้าจอขนาด 4.3 นิ้ว พร้อมหน่วยความจำภายใน 4 GB ดี ไซน์ L-SERIES II เรียบหรู มีสไตล ไฟ LED แสดงสถานะบนปุ่มโฮม Q SLIDE สนุกได้ ไม่สะดุด แค่สไลด์ก็สลับฟังก์ชั่นการใช้งานได้ทันที แรงเต็มที่กับ DUAL CORE 1 GHZ
lg,optimus g pro,15900,ขาว:ดำ,16 GB,วันนี้เรามีสมาร์ทโฟน สเปคแรงๆ ราคาคุ้มค่า มาแนะนำให้ทุกคนได้รู้จักกัน นั่นก็คือ LG รุ่น Optimus G pro ที่เป็นรุ่นเรือธงของค่าย LG ในขณะนี้ ที่มากับหน้าจอที่คมชัด รวมถึงสเปคที่แรง เรียกได้ว่าทาง LG นี่จัดเต็มเพื่อมาประชันกับสมาร์ทโฟนแบรนด์ยักษ์ใหญ่หลายๆค่ายในตอนนี้เลยทีเดียว มาพร้อมกับ CPU Quad-Core Processor 1.7GHz และ Chipset Qualcomm Snapdragon 600 หน่วยประมวลผลกราฟฟิค Adreno 320 Ram 2 GB ความจำตัวเครื่อง 16 GB สามารถใส่ MicroSD Card เพิ่มได้ มากับระบบปฏิบัติการ Android 4.1.2 Jelly Bean
lg,optimus l5 ii,5990,ดำ,4 GB,LG Optimus L5 II สมาร์ทโฟนแอนดรอยด์ 4.1.2 Jelly Bean มาพร้อมหน้าจอ IPS LCD ขนาด 4 นิ้ว ความละเอียด WVGA ตัวเครื่องถูกการออกแบบให้เหมาะสมต่อการหยิบจับ มีไฟแจ้งเตือนอยู่บนปุ่ม Home สังเกตได้ง่าย สามารถเรียกใช้งานฟังก์ชั่น QuickMemo สำหรับจดบันทึกบนหน้าจอด้วยปลายนิ้วอย่างง่ายดาย แถมยังมีปุ่มลัดสำหรับเข้าถึงแอพฯ สุดโปรดได้อย่างรวดเร็ว
lg,optimus l3 ii,3490,ดำ,4 GB,LG Optimus L3 II ดีไซน์มาเพื่อตอบโจทย์การใช้งานที่หลากหลาย พร้อมขีดความสามารถที่เพิ่มขึ้น ด้วยหน้าจอกว้าง 3.2 นิ้ว เพื่อความสบายตาในการมองภาพและอ่านข้อความ และเพิ่มประสิทธิภาพด้วยหน่วยประมวลผล Single Core จอแสดงผลแบบ IPS-LCD ความละเอียด 320 x 240 พิกเซล หน้าจอกว้าง 3.2 นิ้ว นอกจากนี้ Android 4.1.2 Jelly Bean ยังช่วยเสริมประสิทธิภาพให้คุณติดต่อสื่อสารแบบมัลติมีเดียได้เต็มที่ และใช้งานฟังก์ชั่นต่างๆ ได้พร้อมกันไม่ว่าจะซับซ้อนแค่ไหน
lg,optimus g,17900,ดำ,32 GB,LG เป็นแบรนด์ที่ผลิตสร้างสรรค์โทรศัพท์มาอย่างยาวนาน ล่าสุด LG ก็ได้ผลิตและสร้างสรรค์ LG Optimus G ซึ่งเป็นโทรศัพท์มือถือที่จะมาช่วยเติมเต็มโลกแห่งการสื่อสารของคุณให้ง่ายยิ่งขึ้น ฟังก์ชั่น Q Slide จะช่วยให้คุณเปิดโปรแกรมทำงานหลายอย่างในเวลาเดียวกัน เพียงแค่ Slide ก็เลือกหน้าจอที่ต้องการใช้งานได้ทันที ไม่ว่าจะเป็นบราวน์เซอร์  เครื่องคิดเลข  บันทึกส่วนตัว (Memo)  ปฏิทิน หรือวิดีโอ โดยคุณสามารถแชทกับเพื่อนไปพร้อมกับดูวิดีโอโดยไม่จำเป็นต้องย่อหน้าจอใดหน้าจอหนึ่ง หรือ ค้นหาข้อมูลในเว็บในขณะที่กำลังดูวิดีโอก็สามารถทำได้
lg,lg nexus 4,14900,ดำ,16 GB,มาวันนี้เป็นคิวของ Google Nexus 4 สมาร์ตโฟนเรือธงฝั่ง Android ที่หนนี้ได้บริษัท LG ซึ่งโดดเด่นในด้านงานดีไซน์มาเป็นผู้ร่วมทุนสร้างด้วย แน่นอนว่าความโดดเด่นใน Google Nexus 4 by LG ยังมีอยู่อย่างครบครันในฐานะที่เป็นสมาร์ตโฟนโชว์เคสระบบปฏิบัติการ Android 4.2 Jelly Bean เวอร์ชันใหม่นั่นเอง แต่ในขณะเดียวกัน Google Nexus 4 by LG ก็ได้ทิ้งภาพความเป็นมือถือสำหรับ Geek แบบจ๋าๆแล้วหันไปให้ความสำคัญกับดีไซน์ที่โฉบเฉี่ยวดูดีมีสไตล์ตามปรัชญา Fashionista ของค่าย LG อีกด้วย
nokia,lumia 625,6990,ขาว:ดำ:ส้ม:เขียว:เหลือง,8 GB,Nokia Lumia 625 วินโดวส์โฟนที่เต็มเปี่ยมไปด้วยคุณภาพ เป็นอีกตัวเลือกสำหรับผู้ที่อยากจะลองใช้งานสมาร์ทโฟน ระบบปฏิบัติการ Windows Phone 8 มาพร้อมกระจกกันรอยขีดข่วน Gorilla Glass 2 และรูปทรงที่น่าใช้ สีสันโดนใจ ฝาหลังสุดจี๊ดสดใส สามารถถอดเปลี่ยนฝาหลังเป็นสีอื่นๆ ได้ตามชอบใจ และด้วยคุณบัติเจ๋งๆ ที่เมื่อคุณได้ใช้แล้วจะต้องหลงรัก Nokia Lumia อย่างแน่นอน
nokia,lumia 1020,19900,ขาว:ดำ:เหลือง,32 GB,สมาร์ทโฟนที่ได้ขึ้นชื่อว่าเป็นราชาแห่งกล้องสมาร์ทโฟนในขณะนี้เลยก็ว่าได้ และจะเป็นอะไรไปไม่ได้นอกจากเจ้า Nokia Lumia 1020 ที่มาพร้อมกับกล้องเซ็นเซอร์ความละเอียด 41 ล้านพิกเซล วิดีโอแบบ Full HD OMG !! ชัดระดับเทพ ยังแถมฟีเจอร์อีกมากมายที่ช่วยให้เราสามารถถ่ายภาพกันได้แบบมืออาชีพ ไม่ว่าจะเป็น Nokia Pro Camera  Nokia Smart Camera และอีกมากมาย
nokia,lumia 925,12500,ขาว:ดำ:เทา,16 GB,Nokia Lumia 925 มาพร้อมคุณสมบัติที่ยอดเยี่ยม ทำงานบนระบบปฏิบัติการ Windows Phone 8 คล่องตัวกับการทำงานได้ทุกที่กับ MS Office และสำรวจรอบเมืองด้วย HERE Maps ภาพและวิดีโอคมชัดได้อย่างน่าทึ่งแม้มีแสงน้อย ด้วยโหมด Nokia Smart Cam จะเก็บภาพถ่ายแบบต่อเนื่อง ให้คุณสร้าง เรื่องราวที่คุณต้องการบอกเล่าผ่านภาพถ่ายได้  กล้องขนาด 8.7 ล้านพิกเซล พร้อมเทคโนโลยี PureView พร้อมเลนส์ Carl Zeiss หกชิ้น ตัวเครื่องเป็นอลูมิเนียมแบบเพรียวบาง และมีน้ำหนักเบา พร้อมหน้าจอ 4.5 นิ้ว HD+
nokia,asha 501,2690,ขาว:ดำ:เขียว:เหลือง:แดง:ฟ้า,4 GB,สำหรับ Nokia Asha501 เจ้า Smartphone ไซส์มินิตัวนี้ จากทางค่าย Nokia เห็นตัวเล็กๆแบบนี้ มันสามารถทำอะไรได้บ้าง ไปดูกันเลย Nokia Asha501 ใช้ระบบปฏิบัติการ Asha Platform หน้าจอขนาด 3 นิ้ว ความละเอียด 320x240 พิกเซล หน่วยความจำภายใน 4GB สามารถเพิ่ม microSD card ได้สูงสุด 32GB และน้ำหนักเพียง 98 กรัม กะไปประมาณ 1 ขีดละกัน เบามว้ากกกกกก
nokia,301,2630,เหลือง:ขาว:ชมพู:ฟ้า:ดำ,ไม่มี/ไม่มีข้อมูล,ทำให้ชีวิตง่ายขึ้นด้วย Nokia 301 ที่ซิงค์รายชื่อติดต่อ ปฏิทิน และอีเมลด้วย Mail for Exchange ส่งอีเมลได้รวดเร็วสุดๆ ด้วยแอพ Yahoo! Gmail และ Hotmail ที่พร้อมให้คุณใช้งานทันที ด้วยแอพที่ติดตั้งเป็นมาตรฐานทั้ง Facebook และ Twitter หากคุณเป็นคนชอบแชท WhatsApp และ eBuddy จะช่วยให้คุณรับส่งข้อความได้เร็วทันใจจากปลายนิ้ว
nokia,105,630,ดำ:ฟ้า,8 GB,ตอบสนองยุคแห่งการติดต่อสื่อสาร ด้วย Nokia 105 โทรศัพท์มือถือที่ยังคงเป็นตัวเลือกอันดับแรกในใจคุณเสมอ ด้วยดีไซน์ที่เรียบง่าย ปุ่มกดใช้งานแบบที่คุณคุ้นเคย ตัวเครื่องแข็งแรงทนทาน แบตเตอรี่ใช้งานได้ยาวนาน คุณจึงไม่พลาดทุกการสนทนา นี่คือหนึ่งในทางเลือกสุดคุ้มสำหรับผู้บริโภคที่กำลังตามหาความคุ้มค่าที่หายากยิ่งในปัจจุบัน
nokia,lumia 520,4990,เหลือง:ฟ้า:แดง:ขา:วดำ,8 GB,ระบบปฏิบัติการ Windows Phone 8 ที่ราคาถูกที่สุด!! จากค่าย Nokia มาโชว์ฟีเจอร์เจ๋ง ๆ ประสิทธิภาพมากมายกับลูกเล่นหลากหลาย ในราคาสุดคุ้ม!! ไม่ว่าจะเป็นหน้าจอแบบ Live Tiles ที่สามารถปรับเปลี่ยนไอคอนที่เราชื่นชอบมาไว้รวมกันบนหน้าจอเดียวให้เราไม่พลาดในทุกการติดต่อ หรือจะทำงานนอกสถานที่ไปกับ Office เวอร์ชั่นเต็ม! มีคนนำทางไปกับ Nokia Maps ที่จะพาเราลัดเลาะไปในทุกเส้นทางได้อย่างรวดเร็ว ปลอดภัย และอีกมากมาย
nokia,lumia 720,9490,แดง:เหลือง:ฟ้า:ดำ,8 GB,สมาร์ทโฟนพี่คนกลางของตระกูล Lumia อย่างรุ่น Nokia Lumia 720 ระบบปฏิบัติการ Windows Phone 8 จากค่าย Nokia มาโชว์ฟีเจอร์เจ๋ง ๆ ประสิทธิภาพมากมายกับลูกเล่นหลากหลาย ไม่ว่าจะเป็นหน้าจอแบบ Live Tiles  Office เวอร์ชั่นเต็ม!  ถ่ายภาพคมชัดด้วยเลนส์ Carl Zeiss แต่งภาพให้ดูดียิ่งขึ้นกับแอพ Glam Me หรือมีคนนำทางไปกับ Nokia Maps ถ้าพร้อมแล้วมาเปิดกล่องกันเลยดีกว่าค่า
nokia,asha 310,2650,ขาว:ดำ:ทอง,128 MB,Nokia Asha 310 มือถือตระกูล Asha Series มาพร้อมราคาสุดคุ้มค่าที่มีฟีเจอร์หลากหลาย รองรับการใช้งาน 2 ซิมการ์ด ให้คุณสัมผัสความชาญฉลาดของสมาร์ทโฟนที่พร้อมมอบประสบการณ์การใช้งานหน้าจอ สัมผัส และการเชื่อมต่ออินเตอร์เน็ตได้รวดเร็ว และง่ายดาย ให้คุณเข้าถึงเครือข่ายสังคมออนไลน์ ระบบรับส่งข้อความ และหลากหลายแอพพลิเคชั่นจากโนเกีย
nokia,lumia 620,5990,ดำ:ฟ้า:เขียว:ชมพู:เหลือง:ขาว,8 GB,Nokia Lumia 620 ได้รับการออกแบบมาเพื่อเจาะกลุ่มเด็กรุ่นใหม่ที่อยากลองสัมผัสประสบการณ์ Windows Phone 8 เต็มรูปแบบแต่ยังไม่อยากจ่ายเงินเต็มสูบเพื่อซื้อรุ่นท็อปมาใช้งาน ว่าแล้วก็เลยอยากมาถ่ายทอดประสบการณ์เล็กๆน้อยๆที่ได้ลองเล่น Nokia Lumia 620 มาฝากทุกคนกันเผื่อจะช่วยให้ทุกท่านตัดสินใจซื้อกันได้ง่ายมากขึ้นครับ
oppo,find piano,4990,ดำ,4 GB,martPhone ราคาสบายๆกระเป๋า แต่ฟังก์ชั่นเยอะแยะมากมาย แถมยังสามารถใส่ซิมได้ถึง 2 ซิม เฮ้ ! สำหรับคนกิ้กเยอะต้องใช้ 2 เบอร์ก็ไม่ต้องเปลี่ยนซิมไปมาแล้วว SmartPhone ตัวนี้คือ!! OPPO Find Piano ค่าาา มันจะดียังไง จะถูกใจๆพี่ๆน้องๆกันรึเปล่า ลองไปดูกันเลยค่า
oppo,find way,8990,ขาว,16 GB,สาวๆหนุ่มๆส่วนใหญ่คงจะชอบการถ่ายรูปตัวเองจากกล้องหน้ากันใช่มั้ยค่ะ??? แต่ปัญหาส่วนใหญ่คือ ถ่ายออกมาแล้วไม่ค่อยชัด! หรือถ่ายแล้วไม่สวยบ้างหล่ะ! หน้าโทรมบ้างหล่ะ! วันนี้!!! TechXcite มี Smartphone ตัวนึงที่สามารถช่วยแก้ปัญหาเหล่านี้มาให้เพื่อนๆได้เลือกสรรกัน
samsung,galaxy note 3,16900,ชมพู:ดำ:ขาว,32 GB,Samsung Galaxy Note 3 ประกาศราคาออกมาแล้วว่าจะขายในบ้านเราอยู่ที่ 23500 บาทก็คิดว่ามีหลายคนจะอยากจับจองเป็นเจ้าของ Samsung Galaxy Note 3 กันอยู่บ้างไม่มากก็น้อย (ไหนจะดราม่าเรื่อง Samsung Exynos ปะทะ Snapdragon 800 สุดร้อนแรงนั่นอีก 555+) ก็เอาเป็นว่าบทความนี้ผมจะขอ Preview เจ้า Samsung Galaxy Note 3 ให้ทุกท่านได้ติดตามรับชมกันประกอบการตัดสินใจก็แล้วกันครับว่าจะรอซื้อหรือไม่รอซื้อดีครับ
samsung,galaxy s4 zoom,15800,ขาว:ดำ,8 GB,Samsung Galaxy S4 Zoom สำหรับ Gadget ตัวนี้ไม่รู้ว่าจะเรียกเป็นสมาร์ทโฟนหรือว่ากล้องคอมแพ็กต์ดี เพราะมันรวมเอาฟีเจอร์ทั้งสองอย่างไว้ด้วยกัน หลายคนอาจบอกว่ามันคือสมาร์ทโฟนที่เน้นเรื่องกล้อง แต่ผมว่ามันหน้าตามันออกไปทางกล้องคอมแพ็กต์นะ เพียงแต่มันใส่ซิมโทรออกได้ ซึ่งคราวนี้เราก็ขอเน้นเรื่องฟีเจอร์กล้องไปเลยชัดๆ จะได้รู้ว่า Samsung Galaxy S4 Zoom ตัวนี้ มันถ่ายภาพได้ดีกว่ามือถือรุ่นอื่นๆแค่ไหน
samsung,galaxy core,7900,ขาว:น้ำเงิน,8 GB,สมาร์ทโฟน รุ่นเล็กจากค่ายSamsung ที่สเปคไม่เล็กตามรุ่น มีประสิทธิภาพดีราคาไม่แพงซักเครื่องนึง ที่รองรับสองซิมด้วยนะเออ!! นั่นก็คือ Samsung Galaxy Core ทีไม่ได้มีดีแค่ 2 ซิม เพราะราคากับประสิทธิภาพไปด้วยกันได้ดี เพราะราคาถือว่ากลางๆ แต่ประสิทธิภาพครบครัน หลายคนคงอยากรู้ว่าคุ้มจริงๆหรือหลอกถ้าอย่างนั้นไปดูกันเลย
samsung,galaxy ace 3,5900,ขาว:ดำ,4 GB,Galaxy Ace 3 สมาร์ทโฟนเร็วแรง ระดับ Dual Core ระบบปฏิบัติการ: Android 4.2 (Jelly Bean) หน่วยประมวลผล Cortex A9 Dual Core ความเร็ว 1.0 GHz หน่วยความจำ 4 GB (ตัวเครื่อง) RAM 1GB มี Sound & Shot ช่วยให้คุณสามารถบันทึกเสียงในขณะที่ถ่ายภาพได้ S Voice ใช้เสียงของคุณปลุกโทรศัพท์ รับสายโทรเข้า หรือแม้แต่ถ่ายภาพ ถ่ายภาพด้วย Best Photos ที่ซึ่งคุณสามารถเลือกภาพที่ดีที่สุดจากการถ่ายภาพต่อเนื่อง 8 ภาพได้เสมอ
samsung,galaxy mega 6.3,9900,ขาว:น้ำเงิน,16 GB,สมาร์ทโฟนจากค่ายยักษ์ใหญ่ แดนกิมจิ ที่หลายๆท่านรอคอย นั่นก็คือ SAMSUNG รุ่น Galaxy Mega 6.3 ที่มาพร้อมกับ หน้าจอมหึมา ราคาสบายกระเป๋า มาพร้อมกับ CPU Dual Core 1.7 GHz Krait และ Chipset Qualcomm Snapdragon 400 กับ Ram 1.5 GB พร้อมกับระบบปฏิบัติการ Android  Jelly Bean 4.2  ออกแบบเหมือน Galaxy S4 ขยายส่วนนั้นเอง แต่มีหน้าจอที่มหึมามากเพราะมาพร้อมกับ หน้าจอ 6.3 นิ้ว แบบ HD Super Clear LCD 720p และ 233 ppi หน้าจอคมชัดมาก สะใจคนชอบดูหนังเลยทีเดียว
samsung,galaxy mega 5.8,7800,ขาว:น้ำเงิน,8 GB,สมาร์ทโฟนจอใหญ่ๆ กำลังเป็นที่นิยมกันมาก ค่ายมือถือแบรนด์ดังจากเกาหลีอย่าง Samsung ก็ไม่พลาดที่จะเอาออกมาโชว์ตัวแล้ว เจ้าจอเบิ้มตัวนี้มีนามว่า Samsung Galaxy Mega 5.8 มาพร้อมกับหน้าจอ 5.8” แบบ LCD ความละเอียด qHD 540 x 960 พิกเซล CPU Dual Core 1.4 GHz RAM 1.5GB หน่วยความจำในตัวเครื่องให้มา 8GB (เพิ่มได้สูงสุดถึง 64GB) น้ำหนัก 184 กรัม ควงแขนมากับระบบปฏิบัติการ Android 4.2.2 Jelly Bean
samsung,galaxy win,7900,ขาว:น้ำเงิน,8 GB,Samsung มอบประสิทธิภาพของระบบโมบายล์ที่ทรงพลัง พร้อมมัลติทาสกิ้งอัจฉริยะ และประโยชน์ใช้สอยที่เหนือกว่า! โดยไม่บั่นทอนประสบการณ์โมบายล์ของคุณ ด้วยหน่วยประมวลผล Quad-Core CPU ความเร็ว 1.2GHz พร้อมความสามารถมัลติทาสกิ้งที่ปรับปรุงดีขึ้น การสั่งงานด้วยการเคลื่อนไหว ระบบสองซิม และอื่นๆ อีกมากมาย โทรศัพท์มือถือรุ่นนี้จึงมอบระบบโมบิลิตี้ขั้นสุดยอดอย่างแท้จริง
samsung,galaxy pocket neo,1900,ขาว:ดำ,4 GB,สมาร์ทโฟนสุดเจ๋ง ในราคาสุดจิ๋ว ที่จะทำให้คุณทึ่งกับประสิทธิภาพที่ครบครันภายในตัวเครื่องด้วย ระบบปฏิบัติการ Android 4.1 Jellybean ที่จะทำให้การใช้งานของคุณสะดวกรวดเร็ว อีกทั้งยังรองรับอินเตอร์เน็ต 3G และ wifi เพื่อให้คุณโลดแล่นในโลกออนไลน์ได้ยาวนานตามต้องการ มาพร้อมระบบปฏิบัติการ Android 4.1 Jellybean รองรับอินเตอร์เนต 3G และ wifi นอกจากนี้ยังให้คุณสามารถเก็บภาพความประทับใจด้วยกล้องความละเอียด 2 ล้านพิกเซล
